Header,Source,Cluster,Confidence
"NR_040831.1 Photobacterium damselae strain ATCC 33539 16S ribosomal RNA, partial sequence",16S,1,0.7971090057553808
"NR_114820.1 Streptomyces cyaneus strain ISP 5108 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114821.1 Streptomyces coerulescens strain ISP 5146 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114822.1 Streptomyces fumanus strain ISP 5154 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114823.1 Streptomyces echinatus strain ISP 5013 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114827.1 Streptomyces coeruleofuscus strain ISP 5144 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114828.1 Streptomyces coeruleorubidus strain ISP 5185 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114833.1 Streptomyces afghaniensis strain ISP 5228 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025494.1 Streptomyces arenae strain ISP 5293 16S ribosomal RNA, partial sequence >NR_114829.1 Streptomyces violarus strain ISP 5205 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114834.1 Streptomyces cinnabarinus strain ISP 5467 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114835.1 Streptomyces griseorubiginosus strain ISP 5469 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114836.1 Streptomyces iakyrus strain ISP 5482 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042102.1 Streptomyces griseochromogenes strain ISP 5499 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114826.1 Streptomyces lanatus strain ISP 5090 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025492.1 Streptomyces longisporus strain ISP 5166 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114838.1 Streptomyces neyagawaensis strain ISP 5588 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114831.1 Streptomyces violaceus strain ISP 5209 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114832.1 Streptomyces pseudovenezuelae strain ISP 5212 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025493.1 Streptomyces roseoviolaceus strain ISP 5277 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042100.1 Streptomyces resistomycificus strain ISP 5133 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024974.1 Streptococcus orisratti strain A63 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041726.1 Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024943.1 Peredibacter starrii strain A3.12 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114514.1 Actinocorallia aurantiaca strain JCM 8201 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036898.1 Actinomadura cremea strain INA 292 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114515.1 Actinocorallia glomerata strain JCM 9376 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025002.1 Actinomadura vinacea strain JCM 3325 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028919.1 Caloranaerobacter azorensis strain MV1087 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025391.1 Paenibacillus azoreducens strain CM1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025375.1 Brevibacterium paucivorans strain CF 62 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025371.1 Limosilactobacillus frumenti strain TMW 1.666 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025285.1 Micrococcus antarcticus strain T2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024689.1 Bacillus atrophaeus strain JCM 9070 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024690.1 Bacillus carboniphilus strain JCM9731 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112053.1 Paenibacillus chitinolyticus strain IFO 15660 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112054.1 Paenibacillus ehimensis strain IFO 15659 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024691.1 Priestia flexa strain IFO15715 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112055.1 Virgibacillus halodenitrificans strain ATCC 49067 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112056.1 Halalkalibacterium halodurans strain ATCC 27557 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024692.1 Salimicrobium halophilum strain DSM 4771 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040792.1 Lederbergia lenta strain NCIMB 8773 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112057.1 Jeotgalibacillus marinus strain ATCC 29841 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024693.1 Bacillus mojavensis strain IFO 15718 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036880.1 Bacillus mycoides strain 273 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024694.1 Pullulanibacillus naganoensis strain ATCC 53909 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024695.1 Neobacillus niacini strain IFO15566 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040793.1 Peribacillus psychrosaccharolyticus ATCC 23296 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040794.1 Geobacillus stearothermophilus strain IFO 12550 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112058.1 Parageobacillus thermoglucosidasius strain ATCC 43742 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024696.1 Bacillus vallismortis strain DSM 11031 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024697.1 Bacillus mycoides strain DSM 11821 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114703.1 Alicyclobacillus acidoterrestris strain DSM 3922 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025313.1 Alicyclobacillus hesperidum strain FR-11 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_118672.1 Faecalitalea cylindroides strain ATCC 27803 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026496.1 Clostridium polyendosporum strain PS-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037126.1 Clostridium aceticum strain DSM 1496 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119283.1 Clostridium autoethanogenum DSM 10061 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119285.1 [Clostridium] scindens strain DSM 5676 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119281.1 Clostridium haemolyticum strain DSM 5565 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026491.1 Clostridium disporicum strain DS1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026492.1 Clostridium cylindrosporum strain HC-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029355.1 [Clostridium] methylpentosum strain R2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026493.1 Lacrimispora indolis strain 7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119286.1 Thomasclavelia cocleata strain DSM 1551 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029356.1 Flavonifractor plautii strain 265 16S ribosomal RNA, partial sequence",16S,1,0.7558297481981661
"NR_153749.1 Clostridium felsineum strain DSM 7320 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037086.1 Clostridium tertium strain 795 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026490.1 Clostridium sartagoforme strain DSM 1292 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119282.1 Clostridium putrefaciens strain DSM 1291 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119284.1 Clostridium thermosuccinogenes strain DSM 5807 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026494.1 Lacrimispora saccharolytica strain WM1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_029357.1 Propionispira arboris strain 12B4 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119287.1 Syntrophococcus sucromutans strain DSM 3224 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041795.1 Clostridium subterminale strain DSM 6970 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025352.1 Clostridium akagii strain CK58 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114751.1 Stutzerimonas stutzeri strain DSM 5190 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027575.1 Solidesulfovibrio magneticus RS-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026504.1 Orenia salinaria strain SG3902 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026507.1 Nocardioides aurantiacus strain BC361 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025398.1 Hymenobacter aerophilus strain I/26Cor1 16S ribosomal RNA, partial sequence",16S,1,0.9478411785485429
"NR_028749.1 Pandoraea apista strain LMG 16407 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114519.1 Pandoraea pnomenusa strain LMG 18087 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028750.1 Pandoraea pulmonicola strain LMG 18106 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028751.1 Pandoraea sputorum strain LMG 18819 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024734.1 Ectopseudomonas alcaliphila strain AL15-21 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041790.1 Legionella maceachernii strain ATCC 35300 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041791.1 Legionella micdadei strain ATCC 33218 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114552.1 Oligella urethralis strain ATCC 17960 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114553.1 Oligella ureolytica DSM 18253 strain ATCC 43534 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025077.1 Propioniferax innocua strain ATCC 49929 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026470.1 Hymenobacter actinosclerus strain 1187 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040835.1 Sphingomonas azotifigens strain IFO 15497 16S ribosomal RNA gene, partial sequence",16S,1,1.0
"NR_025360.1 Vagococcus fessus strain m2661/98/1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114415.1 Dehalococcoides mccartyi 195 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044946.1 Methylocystis parvus OBBP 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026512.1 Methylosinus sporium strain NCIMB 11126 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044947.1 Methylosinus trichosporium OB3b 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027233.1 Sphingobium cloacae strain S-3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025076.1 Propionibacterium australiense strain LCDC-98A072 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044942.1 Clostridium drakei strain SL1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_119275.1 Liquorilactobacillus nagelii strain LuE10 16S ribosomal RNA, partial sequence",16S,1,0.7484195053185181
"NR_025291.1 Streptomyces thermocoprophilus strain B19 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036980.1 Nostocoides veronense strain Ver 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028726.1 Lacrimispora algidixylanolytica strain SPL73 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024960.1 Thermohalobacter berrensis strain CTT3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024975.1 Nostocoides australiense strain 109 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024976.1 Nostocoides japonicum strain T1-X7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036882.1 Solobacterium moorei strain RCA59-74 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028757.1 Desulfacinum hydrothermale strain MT-96 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025030.1 Halothiobacillus kellyi strain BII-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028009.1 Pannonibacter phragmitetus strain C6-19 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024752.1 Paenibacillus koleovorans strain TB 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041763.1 Catellatospora citrea strain IMSNU 22008 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041764.1 Catellatospora methionotrophica strain IMSNU 22006 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036867.1 Asanoa ferruginea strain 6257-C 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025015.1 Micromonospora matsumotoense strain IMSNU 22003 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041765.1 Hamadaea tsunoensis strain IMSNU 22005 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025092.1 Roseinatronobacter thiooxidans strain ALG 1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040837.1 Erysipelothrix rhusiopathiae strain ATCC 19414 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025405.1 Microbacterium phyllosphaerae strain P 369/06 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041799.1 Pseudomonas tolaasii strain LMG 2342 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025408.1 Psychrobacillus psychrotolerans strain 3H1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025409.1 Psychrobacillus psychrodurans strain 68E3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112118.1 Nonomuraea roseoviolacea strain IFO 14098 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028785.1 [Clostridium] scindens strain ATCC 35704 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025393.1 Mycolicibacterium frederiksbergense strain DSM 44346 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114733.1 Bradyrhizobium liaoningense strain LMG 18230 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027210.1 Lentzea albidocapillata subsp. violacea strain LM 036 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025310.1 Rothia nasimurium strain CCUG 35957 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024756.1 Thiolinea disciformis strain B3-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024757.1 Thiofilum flexile strain EJ2M-B 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024758.1 Thiothrix eikelboomii strain AP3 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026509.1 Lactobacillus fornicalis strain TV1018 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037101.1 Streptococcus urinalis strain 2285-97 16S ribosomal RNA gene, partial sequence",16S,1,1.0
"NR_025357.1 Alcaligenes parafaecalis strain G 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025380.1 Moritella abyssi strain 2693 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024718.1 Ligilactobacillus acidipiscis strain FS60-1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040822.1 Weissella thailandensis strain FS61-1 16S ribosomal RNA, partial sequence",16S,1,0.8749779850883119
"NR_025410.1 Bartonella schoenbuchensis R1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028756.1 Rathayibacter caricis strain VKM Ac-1799 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114527.1 Rathayibacter festucae strain VKM Ac-1390 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025412.1 Acinetobacter schindleri strain LUH5832 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_026510.1 Halospirulina tapeticola strain CCC Baja-95 Cl. 2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114729.1 Asticcacaulis biprosthecium strain DSM 4723 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114730.1 Asticcacaulis excentricus strain CB 48 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025364.1 Actinomyces urogenitalis strain CCUG 38702 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025366.1 Schaalia canis strain CCUG 41706 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027552.1 Bacillus subtilis strain DSM 10 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_125485.1 Enterococcus ureilyticus strain CCM 4629 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_108137.1 Enterococcus rotai strain CCM 4630 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_036922.1 Enterococcus durans strain 98D 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114742.1 Enterococcus faecium strain DSM 20477 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037082.1 Enterococcus hirae strain R 16S ribosomal RNA, partial sequence >NR_114743.1 Enterococcus hirae strain DSM 20160 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112097.1 Pseudoramibacter alactolyticus ATCC 23263 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114765.1 Clostridium bowmanii strain A-1/C-an/C1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_037090.1 Clostridium psychrophilum strain A-1/C-an/I 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025378.1 Desulfomicrobium orale DSM 12838 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_040830.1 Burkholderia ubonensis strain GTC-P3-415 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024748.1 Alkaliphilus transvaalensis strain SAGM1 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_044916.1 Oceanidesulfovibrio indonesiensis strain Ind 1 16S ribosomal RNA, partial sequence",16S,1,0.6207514093266633
"NR_042025.1 Corynebacterium freneyi strain ISPB 6695110 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042012.1 Paractinoplanes deccanensis strain IMSNU 20026 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114744.1 Actinoplanes ianthinogenes strain IMSNU 20032 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042015.1 Actinoplanes missouriensis strain IMSNU 22051 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042017.1 Actinoplanes utahensis strain IMSNU 20044 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114745.1 Actinoplanes liguriensis strain IMSNU 22127 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114746.1 Actinoplanes teichomyceticus strain IMSNU 20043 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028914.1 Moraxella canis strain N7 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028933.1 Fusobacterium equinum strain VPB 4027 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114749.1 Pseudomonas protegens strain CHA0 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028611.1 Peptacetobacter hiranonis strain TO-931 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025115.1 Selenomonas sputigena ATCC 35185 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028796.1 Selenomonas noxia strain ATCC 43541 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041805.1 Selenomonas dianae strain ATCC 43527 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028797.1 Selenomonas infelix strain VPI D 75 B-30 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041806.1 Selenomonas flueggei ATCC 43531 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_042043.1 Vibrio pelagius strain CECT 4202 16S ribosomal RNA, partial sequence",16S,-1,0.0
"NR_112113.1 Chryseobacterium proteolyticum strain 9670 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025376.1 Comamonas nitrativorans strain 23310 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024682.1 Clostridium budayi strain JCM 9989 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024683.1 Eubacterium multiforme strain JCM 6484 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_024684.1 Clostridium nitritogenes strain JCM 6485 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025428.1 Chelatococcus asaccharovorans strain TE2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_114756.1 Nonomuraea dietziae strain NRRL 11111 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_027526.1 Catenibacterium mitsuokai DSM 15897 strain JCM 10609 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025123.1 Shewanella olleyana strain ACEM 9 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025437.1 Globicatella sulfidifaciens strain CCUG 44365 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_025414.1 Thermocrinis albus DSM 14484 strain HI 11/12 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_041771.1 Defluviicoccus vanus strain Ben 114 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_028926.1 Vibrio lentus strain 4OM4T 16S ribosomal RNA, partial sequence",16S,1,0.7584226194303587
"NR_119263.1 Atopobacter phocae strain M1590/94/2 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112133.1 Actinoplanes digitatis strain JCM 3060 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112134.1 Winogradskya consettensis strain JCM 7624 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112135.1 Paractinoplanes durhamensis strain JCM 7625 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112136.1 Actinoplanes palleronii strain JCM 7626 16S ribosomal RNA, partial sequence",16S,1,1.0
"NR_112137.1 Actinoplanes italicus strain JCM 3165 16S ribosomal RNA, partial sequence",16S,1,1.0
